number,category,questionText,questionCode,answerText,answerCode,mdnLink,timesSkipped,timesEdited,lastUpdated
177,Methods,What does  <code>Document.write()</code> do?,,Writes HTML expressions or JavaScript code to a document,,https://www.google.com/search?q=Document.write(),,,
178,Methods,What does  <code>Document.URL</code> do?,,Returns the full URL of the HTML document,,https://www.google.com/search?q=Document.URL,,,
179,Methods,What does  <code>Element.isEqualNode()</code> do?,,Checks if two elements are equal,,https://www.google.com/search?q=Element.isEqualNode(),,,
180,Methods,What does  <code>Element.isContentEditable</code> do?,,"Returns true if the content of an element is editable, otherwise false",,https://www.google.com/search?q=Element.isContentEditable,,,
181,Methods,What does  <code>Element.insertAdjacentText()</code> do?,,Inserts text into the specified position relative to the current element,,https://www.google.com/search?q=Element.insertAdjacentText(),,,
182,Methods,What does  <code>Element.insertAdjacentHTML()</code> do?,,Inserts a HTML formatted text at the specified position relative to the current element,,https://www.google.com/search?q=Element.insertAdjacentHTML(),,,
183,Methods,What does  <code>Element.insertAdjacentElement()</code> do?,,Inserts a HTML element at the specified position relative to the current element,,https://www.google.com/search?q=Element.insertAdjacentElement(),,,
184,Methods,What does  <code>Element.getElementsByTagName()</code> do?,,Returns a collection of all child elements with the specified tag name,,https://www.google.com/search?q=Element.getElementsByTagName(),,,
185,Methods,What does  <code>Element.innerHTML</code> do?,,Sets or returns the content of an element,,https://www.google.com/search?q=Element.innerHTML,,,
186,Methods,What does  <code>Element.hasAttribute()</code> do?,,"Returns true if an element has the specified attribute, otherwise false",,https://www.google.com/search?q=Element.hasAttribute(),,,
187,Methods,What does  <code>Element.getElementsByClassName()</code> do?,,Returns a collection of all child elements with the specified class name,,https://www.google.com/search?q=Element.getElementsByClassName(),,,
188,Methods,What does  <code>Element.getAttributeNode()</code> do?,,Returns the specified attribute node,,https://www.google.com/search?q=Element.getAttributeNode(),,,
189,Methods,What does  <code>Element.hasChildNodes()</code> do?,,"Returns true if an element has any child nodes, otherwise false",,https://www.google.com/search?q=Element.hasChildNodes(),,,
190,Methods,What does  <code>Element.hasAttributes()</code> do?,,"Returns true if an element has any attributes, otherwise false",,https://www.google.com/search?q=Element.hasAttributes(),,,
191,Methods,What does  <code>Element.id</code> do?,,Sets or returns the value of the id attribute of an element,,https://www.google.com/search?q=Element.id,,,
192,Methods,What does  <code>Element.innerText</code> do?,,Sets or returns the text content of a node and its descendants,,https://www.google.com/search?q=Element.innerText,,,
193,Methods,What does  <code>Element.insertBefore()</code> do?,,"Inserts a new child node before a specified, existing, child node",,https://www.google.com/search?q=Element.insertBefore(),,,
194,Methods,What does  <code>Element.isDefaultNamespace()</code> do?,,"Returns true if a specified namespaceURI is the default, otherwise false",,https://www.google.com/search?q=Element.isDefaultNamespace(),,,
195,Methods,What does  <code>Element.isSameNode()</code> do?,,Checks if two elements are the same node,,https://www.google.com/search?q=Element.isSameNode(),,,
196,Methods,What does  <code>Element.nodeType</code> do?,,Returns the node type of a node,,https://www.google.com/search?q=Element.nodeType,,,
197,Methods,What does  <code>Element.nodeName</code> do?,,Returns the name of a node,,https://www.google.com/search?q=Element.nodeName,,,
198,Methods,What does  <code>Element.nextElementSibling</code> do?,,Returns the next element at the same node tree level,,https://www.google.com/search?q=Element.nextElementSibling,,,
199,Methods,What does  <code>Element.nextSibling</code> do?,,Returns the next node at the same node tree level,,https://www.google.com/search?q=Element.nextSibling,,,
200,Methods,What does  <code>Element.namespaceURI</code> do?,,Returns the namespace URI of an element,,https://www.google.com/search?q=Element.namespaceURI,,,
201,Methods,What does  <code>Element.lastElementChild</code> do?,,Returns the last child element of an element,,https://www.google.com/search?q=Element.lastElementChild,,,
202,Methods,What does  <code>Element.lastChild</code> do?,,Returns the last child node of an element,,https://www.google.com/search?q=Element.lastChild,,,
203,Methods,What does  <code>Element.lang</code> do?,,Sets or returns the value of the lang attribute of an element,,https://www.google.com/search?q=Element.lang,,,
204,Methods,What does  <code>Element.scrollWidth</code> do?,,"Returns the entire width of an element, including padding",,https://www.google.com/search?q=Element.scrollWidth,,,
205,Methods,What does  <code>Element.scrollTop</code> do?,,Sets or returns the number of pixels an element's content is scrolled vertically,,https://www.google.com/search?q=Element.scrollTop,,,
206,Methods,What does  <code>Element.scrollLeft</code> do?,,Sets or returns the number of pixels an element's content is scrolled horizontally,,https://www.google.com/search?q=Element.scrollLeft,,,
207,Methods,What does  <code>Element.scrollIntoView()</code> do?,,Scrolls the specified element into the visible area of the browser window,,https://www.google.com/search?q=Element.scrollIntoView(),,,
208,Methods,What does  <code>Element.scrollHeight</code> do?,,"Returns the entire height of an element, including padding",,https://www.google.com/search?q=Element.scrollHeight,,,
209,Methods,What does  <code>Element.requestFullscreen()</code> do?,,Shows an element in fullscreen mode,,https://www.google.com/search?q=Element.requestFullscreen(),,,
210,Methods,What does  <code>Element.replaceChild()</code> do?,,Replaces a child node in an element,,https://www.google.com/search?q=Element.replaceChild(),,,
211,Methods,What does  <code>Element.removeChild()</code> do?,,Removes a child node from an element,,https://www.google.com/search?q=Element.removeChild(),,,
212,Methods,What does  <code>Element.removeAttribute()</code> do?,,Removes a specified attribute from an element,,https://www.google.com/search?q=Element.removeAttribute(),,,
213,Methods,What does  <code>Element.removeAttributeNode()</code> do?,,"Removes a specified attribute node, and returns the removed node",,https://www.google.com/search?q=Element.removeAttributeNode(),,,
214,Methods,What does  <code>Element.querySelectorAll()</code> do?,,Returns all child elements that matches a specified CSS selector(s) of an element,,https://www.google.com/search?q=Element.querySelectorAll(),,,
215,Methods,What does  <code>Element.querySelector()</code> do?,,Returns the first child element that matches a specified CSS selector(s) of an element,,https://www.google.com/search?q=Element.querySelector(),,,
216,Methods,What does  <code>Element.previousElementSibling</code> do?,,Returns the previous element at the same node tree level,,https://www.google.com/search?q=Element.previousElementSibling,,,
217,Methods,What does  <code>Element.previousSibling</code> do?,,Returns the previous node at the same node tree level,,https://www.google.com/search?q=Element.previousSibling,,,
218,Methods,What does  <code>Element.parentElement</code> do?,,Returns the parent element node of an element,,https://www.google.com/search?q=Element.parentElement,,,
219,Methods,What does  <code>Element.parentNode</code> do?,,Returns the parent node of an element,,https://www.google.com/search?q=Element.parentNode,,,
220,Methods,What does  <code>Element.ownerDocument</code> do?,,Returns the root element (document object) for an element,,https://www.google.com/search?q=Element.ownerDocument,,,
221,Methods,What does  <code>Element.offsetTop</code> do?,,Returns the vertical offset position of an element,,https://www.google.com/search?q=Element.offsetTop,,,
222,Methods,What does  <code>Element.offsetParent</code> do?,,Returns the offset container of an element,,https://www.google.com/search?q=Element.offsetParent,,,
223,Methods,What does  <code>Element.offsetLeft</code> do?,,Returns the horizontal offset position of an element,,https://www.google.com/search?q=Element.offsetLeft,,,
224,Methods,What does  <code>Element.toString()</code> do?,,Converts an element to a string,,https://www.google.com/search?q=Element.toString(),,,
225,Methods,What does  <code>Element.offsetWidth</code> do?,,"Returns the width of an element, including padding, border and scrollbar",,https://www.google.com/search?q=Element.offsetWidth,,,
226,Methods,What does  <code>Element.offsetHeight</code> do?,,"Returns the height of an element, including padding, border and scrollbar",,https://www.google.com/search?q=Element.offsetHeight,,,
227,Methods,What does  <code>Element.normalize()</code> do?,,Joins adjacent text nodes and removes empty text nodes in an element,,https://www.google.com/search?q=Element.normalize(),,,
228,Methods,What does  <code>Element.nodeValue</code> do?,,Sets or returns the value of a node,,https://www.google.com/search?q=Element.nodeValue,,,
229,Methods,What does  <code>Window.prompt()</code> do?,,Displays a dialog box that prompts the visitor for input,,https://www.google.com/search?q=Window.prompt(),,,
230,Methods,What does  <code>Window.print()</code> do?,,Prints the content of the current window,,https://www.google.com/search?q=Window.print(),,,
231,Methods,What does  <code>Window.moveTo()</code> do?,,Moves a window to the specified position,,https://www.google.com/search?q=Window.moveTo(),,,
232,Methods,What does  <code>Window.moveBy()</code> do?,,Moves a window relative to its current position,,https://www.google.com/search?q=Window.moveBy(),,,
233,Methods,What does  <code>Window.matchMedia()</code> do?,,Returns a MediaQueryList object representing the specified CSS media query string,,https://www.google.com/search?q=Window.matchMedia(),,,
234,Methods,What does  <code>Window.getComputedStyle()</code> do?,,Gets the current computed CSS styles applied to an element,,https://www.google.com/search?q=Window.getComputedStyle(),,,
235,Methods,What does  <code>Window.focus()</code> do?,,Sets focus to the current window,,https://www.google.com/search?q=Window.focus(),,,
236,Methods,What does  <code>Window.confirm()</code> do?,,Displays a dialog box with a message and an OK and a Cancel button,,https://www.google.com/search?q=Window.confirm(),,,
237,Methods,What does  <code>Window.close()</code> do?,,Closes the current window,,https://www.google.com/search?q=Window.close(),,,
238,Methods,What does  <code>Window.clearTimeout()</code> do?,,Clears a timer set with setTimeout(),,https://www.google.com/search?q=Window.clearTimeout(),,,
239,Methods,What does  <code>Window.clearInterval()</code> do?,,Clears a timer set with setInterval(),,https://www.google.com/search?q=Window.clearInterval(),,,
240,Methods,What does  <code>Window.btoa()</code> do?,,Encodes a string in base-64,,https://www.google.com/search?q=Window.btoa(),,,
